cell_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,DMSO_TF,Drug
file4_cell540,-0.006816931,-0.163029911,-0.054566523,0.19283953852846605,-0.221475759,-0.115552153,-0.03267728,-0.1603031,-0.008775135,-0.02145337,-0.241441818,-0.404885385,1.2822056572741325,-0.185861765,0.060815725608472704,0.087863972,0.16067142878904947,-0.152636238,0.057600740830376286,0.1417587369905968,0.14822599966576983,-0.162782648,-0.640637425,-0.193218925,0.087696128,-0.276887737,-0.138306919,0.3497688135511782,1.2234380753854812,-0.574415952,-0.831102481,0.35200365723907123,1.6080053879360907,0.7931639850537077,-0.292466521,0.5527392511209708,-1.860256179,-0.50761746,-3.186528863,0.3893784532285851,0.071402251,0.7185164420013858,0.7692115398580915,-1.47488582,-0.561073569,-0.085331554,-0.023653249,-0.340259155,-1.720198401,-1.617391489,nan,4
file4_cell541,-0.036549293,-0.075256248,0.033638710439567066,-0.171243735,-0.03289808,-0.068626298,-0.041433782,-0.113600403,-0.124209893,-0.00085091,-0.030130055,0.037895233,-0.202437955,-0.053061925,-0.168656085,1.318813564536948,-0.075875288,0.0089909,-0.123854406,-0.06773021,-0.094841621,0.027789657,0.031561798336758505,-0.216954886,-0.152193733,0.030728121348894046,0.037295151530439385,0.001128168,0.006231201,-0.167718412,0.043478414,-0.002730337,0.4098847666647398,-0.285518757,0.010089714005874226,-0.418108336,0.6718494052439913,-0.105932203,0.13130909537864582,0.22365391340834567,0.056837905,-0.088343865,-0.008235751,0.090270998,-0.95114936,0.5928721162165265,-0.155441348,0.3203774673533988,-0.162237115,0.2869696829578463,nan,4
file4_cell542,-0.074251435,-0.05300223,-0.001463283,-0.138957751,-0.194824731,-0.036984921,-0.072157488,-0.071533384,-0.197097315,-0.032529797,-0.141217526,-0.038296603,-0.187516337,-0.31391025,2.1143793513666997,0.089674668,-0.551147617,0.17716219294412508,0.8587718894657717,-0.758924569,-0.08176212,0.6015851764098875,-0.33170639,0.9465279399225792,-0.130668104,0.2715554865078446,-1.29618481,-0.904568623,-0.672696394,0.6446874663083357,0.9525994858051877,1.3412059013861581,0.14495243634542698,-1.270478024,0.3384743935022299,0.8555833893620114,-0.607946892,1.7538324584269704,-0.702014127,-0.233563988,0.9837498209816892,-0.631905126,-1.527659572,-0.812931184,-1.608607635,-1.458831293,-0.713631607,1.7973571866226337,1.332635727,-0.937312747,nan,4
file4_cell543,-0.021721454,-0.042249926,0.016844895,-0.05652395,0.017763864,-0.022614063,-0.0121088,-0.042957411,-0.020213239,-0.015455573,-0.009942766,-0.04419011,-0.042967438,-0.041441249,-0.059540491,-0.03631465,0.018861817101381885,-0.028426374,-0.061995835,-0.11260169,0.020142129,-0.005875385,-0.053541266,-0.048092197,-0.01949054,-0.006057721,0.017212231323796266,-0.031971992,0.00603855,-0.04653635,-0.000840551,-0.00727233,-0.025269831,-0.073170173,0.000677817,0.024880075725248692,-0.0084532,0.008209771,0.029001486,-0.022512303,-0.027873303,0.043444686,0.011296019829512127,0.017615487558827244,0.002233427,0.030944616447829934,-0.024470171,-0.036598641,0.030166822214774496,0.008172085,nan,4
file4_cell544,-0.024784803,-0.015328174,-0.030260739,-0.082615773,0.037000893,-0.113933214,-0.077746344,-0.183418476,-0.112012459,-0.152467223,0.1937403661101764,-0.195000251,-0.170503477,0.42298197624988465,-0.001819591,-0.409395309,0.16816073560087075,-0.619929573,-0.323341941,-0.272677206,-0.298596602,-0.063831784,-0.118662336,0.012750790768496898,-0.373867236,-0.51457573,-0.694755536,0.278702264,-0.669599609,0.20578597118715286,0.026564679879815083,-0.452761045,-0.009985862,0.7561784245740556,-0.269010889,1.236494707066936,-0.871843427,-0.613567284,1.557390175719413,2.598465292161059,-0.385039161,0.878998613,0.8783246786685752,0.5185036782933494,0.086193913,-1.61102943,2.7113346904555278,0.4481525755634063,0.065250954,-2.210110295,nan,4
file4_cell545,-0.030078449,-0.051529485,0.024151369660428187,-0.097174043,0.056020596850496665,-0.037704617,-0.023660835,-0.048701,-0.038723317,-0.024803039,-0.041494817,-0.062507317,-0.079089445,-0.041593793,-0.147056564,0.46076656401572963,0.030809386981778545,-0.01304096,-0.147264413,-0.140936793,0.029727869114233862,0.094993787,-0.018928072,-0.184632996,-0.022109241,0.054558536640829255,0.033586082,0.014224787744973537,0.058296481,-0.077878163,0.061173238,-0.089137712,-0.047551366,-0.270127168,-0.163672669,0.025663964903413175,0.18420365756907744,-0.194579717,-0.112959216,0.076128203,-0.114713779,-0.032371444,0.029594950971261497,-0.130722817,-0.251501488,0.5122741072931071,-0.089180462,-0.032738237,-0.094521984,0.3132175900422116,nan,4
file4_cell546,-0.013551812,-0.028485989,-0.00705133,-0.058292806,-0.013117176,-0.013237662,0.002567611,-0.063314866,-0.009281365,-0.008522756,-0.012265378,-0.069324901,-0.044725134,-0.025252247,-0.034501805,-0.059363797,0.016421335,-0.02965818,-0.043523173,-0.071280694,0.020874204438903955,-0.026053627,-0.005875296,-0.067424786,-0.007923023,-0.026456408,0.038831604,-0.03883132,-0.007747724,-0.015490221,-0.034823982,-0.003416954,0.005671767,-0.055043398,-0.025533032,0.00959155,0.001276528,0.005211002,-0.010986337,0.004582693,-0.013556241,0.018751613717751175,0.006813522,-0.02289874,-0.027995479,0.015647064,-0.016011727,-0.00985547,0.027433457657317358,-0.008681521,nan,4
file4_cell547,-0.022357325,-0.046774817,-0.024063357,-0.06437639,-0.02103888,-0.013058262,0.010236616398262224,-0.010096737,-0.017542453,-0.028237543,-0.039607644,-0.15233407,0.27363560758643135,-0.017880961,-0.049669668,-0.049142229,0.039222392,-0.002454535,-0.075151429,-0.111138637,-0.001552698,0.024222637546422707,0.016637824337954334,0.011555545,-0.053303933,0.1312279346138378,-0.043784973,-0.029672297,0.2969462325068594,-0.011669238,0.10969281440603716,-0.018009285,-0.062475311,0.15401021696293601,-0.06144727,-0.037648685,-0.00446199,-0.122110751,0.021213939591857228,-0.008349377,-0.068268055,-0.0143735,-0.068463468,0.034331864,0.15180755565951234,0.018770258,-0.063299549,0.13565183333953454,0.1335521757018995,0.048033228,nan,4
file4_cell548,-0.044587229,-0.066848978,0.018014688,-0.122453002,0.058840439,-0.022153612,-0.013886697,-0.088897237,-0.076221951,-0.038582918,-0.011614215,-0.177388525,-0.015294974,-0.13604515,-0.01689373,-0.109945679,0.040372772,0.094913935,-0.132933652,-0.307946063,0.063974235,-0.184926049,-0.190803602,-0.248215287,-0.023225677,-0.012485292,0.083824676,-0.112356225,0.2270774076354692,-0.152307822,0.059563822,0.014833933817026938,-0.087623281,-0.00337149,-0.112070636,0.16834965193778692,-0.132510207,-0.16466559,-0.203422811,0.011088471911492457,0.20221016609243847,-0.116443261,0.055488921162312084,-0.261304847,0.25936405048207417,-0.403796702,-0.34647628,0.11503571610869513,0.18015675122245156,-0.078360959,nan,4
file4_cell549,-0.029875611,-0.053302817,-0.022721954,-0.081783829,-0.020727341,-0.025110895,-0.00554837,-0.033485294,-0.025940014,-0.033675429,-0.056267702,-0.156550738,0.1990073928934152,-0.019042585,-0.072303726,-0.018823281,0.027951088513669026,-0.030354582,-0.047087014,-0.07907527,-0.043887602,0.017735983139953466,0.045320609,-0.010508479,-0.020485595,0.12327753349085765,-0.022186178,-0.03467379,0.2333748362226415,0.009730723,0.10770504187885167,-0.01569638,-0.025429409,0.095101279,-0.042958145,-0.057077745,0.000621955,-0.103804304,0.022577145996188232,-0.027104006,-0.094359482,-0.015819498,-0.033152499,0.045778952638760605,0.093663169,0.004023623,-0.089647301,0.12161563775939341,0.12066441428575704,0.048823907,nan,4
file4_cell55,-0.013551812,-0.028485989,-0.00705133,-0.058292806,-0.013117176,-0.013237662,0.002567611,-0.063314866,-0.009281365,-0.008522756,-0.012265378,-0.069324901,-0.044725134,-0.025252247,-0.034501805,-0.059363797,0.016421335,-0.02965818,-0.043523173,-0.071280694,0.020874204438903955,-0.026053627,-0.005875296,-0.067424786,-0.007923023,-0.026456408,0.038831604,-0.03883132,-0.007747724,-0.015490221,-0.034823982,-0.003416954,0.005671767,-0.055043398,-0.025533032,0.00959155,0.001276528,0.005211002,-0.010986337,0.004582693,-0.013556241,0.018751613717751175,0.006813522,-0.02289874,-0.027995479,0.015647064,-0.016011727,-0.00985547,0.027433457657317358,-0.008681521,nan,4
file4_cell550,-0.024346592,-0.035516852,0.024087678237279978,-0.090825008,0.007887775,-0.016701112,-0.014673843,-0.075538651,-0.051042971,-0.036454271,-0.057737317,-0.082775327,-0.116611995,0.031864531,-0.036816415,-0.118675124,-0.0318026,-0.052463394,0.026377546738000246,-0.072883898,0.006503034,0.009565606,-0.098674991,-0.16241732,-0.095444037,-0.11031496,-0.011652582,-0.120172249,0.009459415,-0.026606083,0.13670679050497278,0.1333899815258658,0.19557908501289298,0.021295166,0.09491175,-0.115712948,0.067104895,-0.011244809,0.079679131,-0.084913311,-0.126351592,0.096636246,-0.065735207,0.048573499,-0.140576948,0.023673550959087655,-0.007987738,-0.277804177,0.15861725964875908,-0.058945848,nan,4
